2022-01-04,webpage,shortName,totalDebt,totalRevenue,totalCash,debtToEquity,revenueGrowth,operatingMargins,beta,currency,regularMarketPrice,sharesOutstanding,marketCap,industry,sector,country,longBusinessSummary,marketDebtToEquity,betaTax,unleveredBeta
ALG,quote_summary,"Alamo Group, Inc.",310839008.0,1285673984.0,89189000.0,44.941,0.16,0.08462,0.997402,USD,149.15,11923700,1778419840.0,Farm & Heavy Construction Machinery,Industrials,United States,"Alamo Group Inc. designs, manufactures, distributes, and services agricultural and infrastructure maintenance equipment for governmental and industrial use worldwide. The company offers hydraulically-powered and tractor-mounted mowers, such as boom-mounted mowers; other cutters and replacement parts for heavy-duty and intensive uses; and heavy duty, tractor-and truck-mounted mowing, and vegetation maintenance equipment and replacement parts. It also provides truck-mounted air vacuum, mechanical broom, and regenerative air sweepers; pothole patchers; leaf collection equipment and replacement brooms; parking lot and street sweepers; excavators; catch basin cleaners and roadway debris vacuum systems; truck-mounted vacuum trucks, combination sewer cleaners, and hydro excavators; ice control products; snow plows and heavy duty snow removal equipment, hitches, attachments, and graders; landscape and vegetation maintenance equipment; and public works and runway maintenance products, parts, and services. In addition, the company offers rotary and finishing mowers, flail and disc mowers, front-end loaders, backhoes, rotary tillers, posthole diggers, scraper blades, and replacement parts, as well as zero turn radius mowers; cutting parts, plain and hard-faced replacement tillage tools, disc blades, and fertilizer application components; aftermarket agricultural parts; and heavy-duty mechanical rotary mowers, snow blowers, rock removal equipment, and replacement parts. Further, it provides tractor attachments; agricultural implements; hydraulic and boom-mounted hedge and grass cutters, and other tractor attachments and implements; hedgerow cutters, industrial grass mowers, and agricultural seedbed preparation cultivators; self-propelled sprayers and multi-drive load-carrying vehicles; cutting blades; hydraulic and mechanical boom mowers; and high pressure cleaning systems and trenchers. Alamo Group Inc. was founded in 1955 and is headquartered in Seguin, Texas.",0.1747838170766246,0.24,0.8804471814745211
GCMG,quote_summary,GCM Grosvenor Inc.,391452000.0,495116000.0,120073000.0,,0.16,-0.061440002,0.026326,USD,10.52,186880000,1965977728.0,Asset Management,Financial Services,United States,"Grosvenor Capital Management, L.P. is global alternative asset management solutions provider. The firm primarily provides its services to pooled investment vehicles. It also provides its services to investment companies, high net worth individuals, pension and profit sharing plans and state or municipal government entities. The firm invests in equity and alternative investment markets of the United States and internationally. The firm invests in multi-strategy, credit-focused, equity-focused, macro-focused, commodity-focused, and other specialty portfolios. It focuses in hedge fund asset classes, private equity, real estate, and/or infrastructure, credit and absolute return strategies. It also focuses in primary fund investments, secondary fund investments, and co-investments with a focus on buyout, distressed debt, mezzanine, venture capital/growth equity investments. The firm seeks to make regionally-focused investments in middle-market buyout. It prefers to invest in aerospace and defense, advanced electronics, information technology, biosciences, and advanced materials. It focuses on Ohio and the Midwest region. The firm employs fundamental and quantitative analysis. Grosvenor Capital Management L.P. was founded in 1971 and is based in Chicago, Illinois with additional offices in Washington, District Of Columbia; Austin, Texas; Boston, Massachusetts; Hong Kong, Hong Kong; Charlotte, North Carolina; Columbus, Ohio; Detroit, Michigan; London, United Kingdom; Los Angeles, California; New York, New York; Seoul, South Korea; Tokyo, Japan, Frankfurt, Germany and Toronto, Canada.",0.19911314071610886,0.24,0.02286580890080694
COF,quote_summary,Capital One Financial Corporati,40059998208.0,31715000320.0,30552999936.0,,0.159,0.51345,1.661818,USD,148.34,425622016,63136768000.0,Credit Services,Financial Services,United States,"Capital One Financial Corporation operates as the financial services holding company for the Capital One Bank (USA), National Association; and Capital One, National Association, which provides various financial products and services in the United States, Canada, and the United Kingdom. It operates through three segments: Credit Card, Consumer Banking, and Commercial Banking. The company accepts checking accounts, money market deposits, negotiable order of withdrawals, savings deposits, and time deposits. Its loan products include credit card loans; auto and retail banking loans; and commercial and multifamily real estate, and commercial and industrial loans. The company also offers credit and debit card products; online direct banking services; and treasury management and depository services. It serves consumers, small businesses, and commercial clients through digital channels, branches, cafÃ©s, and other distribution channels located in New York, Louisiana, Texas, Maryland, Virginia, New Jersey, and California. Capital One Financial Corporation was founded in 1988 and is headquartered in McLean, Virginia.",0.6344955479507598,0.24,1.1211708069961315
DORM,quote_summary,"Dorman Products, Inc.",301889984.0,1248289024.0,57263000.0,33.376,0.159,0.13623999,0.727272,USD,111.53,31623800,3527002368.0,Auto Parts,Consumer Cyclical,United States,"Dorman Products, Inc. supplies replacement parts and fasteners for passenger cars, light trucks, and heavy-duty trucks in the automotive aftermarket industry in the United States, Canada, Mexico, Europe, the Middle East, and Australia. It offers original equipment dealer products, such as intake and exhaust manifolds, window regulators, radiator fan assemblies, tire pressure monitor sensors, exhaust gas recirculation coolers, and complex electronics modules; fluid reservoirs, variable valve timing components, complex electronics, and integrated door lock actuators; and oil drain plugs, and wheel bolts and lug nuts. The company also provides automotive replacement parts comprising door handles, keyless remotes and cases, and door hinge repairs; and heavy duty aftermarket parts for class 4-8 vehicles, such as lighting, cooling, engine management, wheel hardware, air tanks, and cab products. In addition, it offers powertrain products, including cooling products, harmonic balancers, fluid lines and reservoirs, connectors, 4-wheel drive components, other engine, and transmission and axle components; and chassis products consisting of control arms, brake hardware and hydraulics, axle hardware, suspension arms, knuckles, links, bushings, and other suspension, steering, and brake components. Further, it provides automotive body products, such as window lift motors, switches and handles, wiper, and other interior and exterior automotive body components; and hardware products comprising threaded bolts; auto body and home electrical wiring components; and other hardware assortments and merchandise. The company offers its products under the OE Solutions, HELP!, and HD Solutions brands through automotive aftermarket retailers, including on-line platforms; national, regional, and local warehouse distributors; and specialty markets; salvage yards; local independent parts wholesalers; and mass merchants. The company was founded in 1918 and is headquartered in Colmar, Pennsylvania.",0.08559392722244977,0.24,0.6828515604552964
HZO,quote_summary,"MarineMax, Inc.  (FL)",182554000.0,2063256960.0,222192000.0,30.686999999999998,0.159,0.10237,1.7033759999999998,USD,58.86,21971900,1293266048.0,Specialty Retail,Consumer Cyclical,United States,"MarineMax, Inc. operates as a recreational boat and yacht retailer and superyacht services company in the United States. It operates through two segments, Retail Operations and Product Manufacturing. The company sells new and used recreational boats, including pleasure and fishing boats, mega-yachts, yachts, sport cruisers, motor yachts, pontoon boats, ski boats, jet boats, and other recreational boats. It also offers marine parts and accessories comprising marine electronics; dock and anchoring products that include boat fenders, lines, and anchors; boat covers; trailer parts; water sport accessories, which comprise tubes, lines, wakeboards, and skis; engine parts; oils; lubricants; steering and control systems; corrosion control products and service products; high-performance accessories, including propellers and instruments; and a line of boating accessories, such as life jackets, inflatables, and water sports equipment. In addition, the company provides novelty items, such as shirts, caps, and license plates; marine engines and equipment; maintenance, repair, and slip and storage accommodation services; and boat or yacht brokerage services, as well as charters yachts and power catamarans. Further, it offers new or used boat finance services; arranges insurance coverage, including boat property, disability, undercoating, gel sealant, fabric protection, and casualty insurance coverage; and manufactures and sells sport yachts and yachts. Additionally, the company operates vacations in Tortola, British Virgin Islands. It also markets and sells its products through offsite locations and print catalog. The company has 79 retail locations in Alabama, California, Connecticut, Florida, Georgia, Illinois, Maryland, Massachusetts, Michigan, Minnesota, Missouri, New Jersey, New York, North Carolina, Ohio, Oklahoma, Rhode Island, South Carolina, Texas, Washington, and Wisconsin. MarineMax, Inc. was incorporated in 1998 and is based in Clearwater, Florida.",0.1411573436744239,0.24,1.5383431871519113
NABL,quote_summary,"N-able, Inc.",390800000.0,336832992.0,61572000.0,63.246,0.159,0.07577,,USD,11.5,178972000,2058178048.0,Information Technology Services,Technology,United States,"N-able, Inc. provides cloud-based software solutions for managed service providers (MSPs). The company's solutions enable MSPs to support digital transformation and growth within small and medium-sized enterprises. Its software platform is designed to be an enterprise-grade solution that serves as an operating system for its MSP partners and scales as their businesses grow. The company's platform consists of solution categories comprising remote monitoring and management, security and data protection, and business management. It provides protection solutions through its data protection, patch management, endpoint security, web protection, e-mail security and archiving, and vulnerability assessment solutions. The company was incorporated in 2021 and is based in Wakefield, Massachusetts. N-able, Inc. is a subsidiary of SolarWinds Corporation. N-able, Inc. operates independently of SolarWinds Corporation as of July 19, 2021.",0.1898766729048312,0.24,
RMNI,quote_summary,"Rimini Street, Inc.",102360000.0,362979008.0,103015000.0,,0.159,0.10588,0.613373,USD,5.9,86937000,512928320.0,Software—Application,Technology,United States,"Rimini Street, Inc. provides enterprise software products, services, and support for various industries. The company offers software support services for Oracle and SAP enterprise software products. It sells its solutions primarily through direct sales organizations in North America, Latin America, Europe, Africa, the Middle East, Asia, and the Asia-Pacific. Rimini Street, Inc. was founded in 2005 and is headquartered in Las Vegas, Nevada.",0.19956004768853472,0.24,0.5325964244281979
ONTF,quote_summary,"ON24, Inc.",4671000.0,204864992.0,399684000.0,1.284,0.159,-0.021300001000000002,,USD,17.42,47568000,828634560.0,Software—Application,Technology,United States,"ON24, Inc. provides a cloud-based digital experience platform that enables businesses to convert customer engagement into revenue through interactive webinar, virtual event, and multimedia content experiences worldwide. The company provides ON24 Experience products, such as ON24 Elite, a live and interactive webinar experience; ON24 Virtual Environment, a live and large scale virtual event experience; ON24 Engagement Hub, a rich multimedia content experience; and ON24 Target, a personalized and curated rich multimedia content experience, as well as solutions, including ON24 Intelligence, an analytics backbone that captures first-person data to power the insights, benchmarking, reporting, and artificial intelligence and machine learning engine; and ON24 Connect, an ecosystem of third-party application integrations. It also offers professional services, such as experience management, monitoring, premium support, and implementation and other services. The company sells its products through direct sales. It serves technology, financial services, healthcare, industrial and manufacturing, professional services, and business-to-business information service industries. The company was formerly known as NewsDirect, Inc. and changed its name to ON24, Inc. in December 1998. The company was incorporated in 1998 and is headquartered in San Francisco, California.",0.005636984293776016,0.24,
VMC,quote_summary,Vulcan Materials Company (Holdi,4658912768.0,5121015808.0,135683008.0,72.241,0.158,0.17966999,0.630649,USD,207.9,132705000,27589367808.0,Building Materials,Basic Materials,United States,"Vulcan Materials Company produces and supplies construction aggregate primarily in the United States. It operates through four segments: Aggregates, Asphalt, Concrete, and Calcium. The Aggregates segment provides crushed stones, sand and gravel, sand, and other aggregates; and related products and services that are applied in construction and maintenance of highways, streets, and other public works, as well as in the construction of housing and commercial, industrial, and other nonresidential facilities. The Asphalt Mix segment offers asphalt mix in Alabama, Arizona, California, New Mexico, Tennessee, and Texas, as well as engages in the asphalt construction paving activity in Alabama, Tennessee, and Texas. The Concrete segment provides ready-mixed concrete in Maryland, Texas and Virginia, and Washington D.C. The Calcium segment mines, produces, and sells calcium products for the animal feed, plastics, and water treatment industries. The company was formerly known as Virginia Holdco, Inc. and changed its name to Vulcan Materials Company. Vulcan Materials Company was founded in 1909 and is headquartered in Birmingham, Alabama.",0.16886623863302405,0.24,0.5589183464591455
TSCO,quote_summary,Tractor Supply Company,3870580992.0,12290085888.0,1111710976.0,191.542,0.158,0.11060999999999999,0.902857,USD,235.72,113815000,26828472320.0,Specialty Retail,Consumer Cyclical,United States,"Tractor Supply Company operates as a rural lifestyle retailer in the United States. The company offers a selection of merchandise, including equine, livestock, pet, and small animal products necessary for their health, care, growth, and containment; hardware, truck, towing, and tool products; seasonal products, such as heating products, lawn and garden items, power equipment, gifts, and toys; work/recreational clothing and footwear; and maintenance products for agricultural and rural use. It provides its products under the 4health, Producer's Pride, American Farmworks, Red Shed, Bit & Bridle, Redstone, Blue Mountain, Retriever, C.E. Schmidt, Ridgecut, Countyline, Royal Wing, Dumor, Strive, Groundwork, Traveller, Huskee, Treeline, JobSmart, TSC Tractor Supply Co, Paws & Claws, and Untamed brands. As of December 26, 2020, it operated 1,923 Tractor Supply and Del's retail stores in 49 states, as well as 182 Petsense stores in 25 states. The company operates its retail stores under the Tractor Supply Company, Del's Feed & Farm Supply, and Petsense names. It also operates websites under the TractorSupply.com and Petsense.com names. The company sells its products to recreational farmers, ranchers, and others, as well as tradesmen and small businesses. The company was founded in 1938 and is based in Brentwood, Tennessee.",0.14427138995590785,0.24,0.8136439832243327
DECK,quote_summary,Deckers Outdoor Corporation,230956000.0,2865527040.0,746211008.0,15.777999999999999,0.158,0.20518999,0.77974,USD,367.94,27448100,10099254272.0,Footwear & Accessories,Consumer Cyclical,United States,"Deckers Outdoor Corporation, together with its subsidiaries, designs, markets, and distributes footwear, apparel, and accessories for casual lifestyle use and high-performance activities. The company offers premium footwear, apparel, and accessories under the UGG brand name; sandals, shoes, and boots under the Teva brand name; and relaxed casual shoes and sandals under the Sanuk brand name. It also provides footwear and apparel for ultra-runners and athletes under the Hoka brand name; and fashion casual footwear using sheepskin and other plush materials under the Koolaburra brand. The company sells its products through department stores, domestic independent action sports and outdoor specialty footwear retailers, and larger national retail chains, as well as online retailers. It also sells its products directly to consumers through its retail stores and e-commerce Websites, as well as distributes its products through distributors and retailers in the United States, Europe, the Asia-Pacific, Canada, Latin America, and internationally. As of March 31, 2021, it had 140 retail stores, including 71 concept stores and 69 outlet stores worldwide. The company was founded in 1973 and is headquartered in Goleta, California.",0.022868619185113633,0.24,0.7664195134482923
OCDX,quote_summary,Ortho Clinical Diagnostics Hold,2315599872.0,2038400000.0,255900000.0,583.422,0.158,0.10052,,USD,21.12,237174000,5009115136.0,Diagnostics & Research,Healthcare,United States,"Ortho Clinical Diagnostics Holdings plc engages in the vitro diagnostics business worldwide. The company offers automated instruments; and assays, reagents, and other consumables that are used by these instruments to generate test results. Its solutions include clinical chemistry and immunoassay instruments and tests to detect and monitor disease progression across a spectrum of therapeutic areas, including COVID-19 antibody and antigen tests; and immunohematology instruments and tests for blood typing to ensure patient-donor compatibility in blood transfusions, as well as donor screening instruments and tests for blood and plasma screening for infectious diseases. The company also engages in contract manufacturing activities; and provides orthocare services. Its products are used in hospitals, laboratories, clinics, blood banks, and donor centers. The company was founded in 1939 and is headquartered in Raritan, New Jersey.",0.46227723043497637,0.24,
GNL,quote_summary,"Global Net Lease, Inc.",2409795072.0,371753984.0,176392992.0,144.437,0.158,0.3157,1.103376,USD,15.53,103604000,1608970112.0,REIT—Diversified,Real Estate,United States,"Global Net Lease, Inc. (NYSE: GNL) is a publicly traded real estate investment trust listed on the NYSE focused on acquiring a diversified global portfolio of commercial properties, with an emphasis on sale-leaseback transactions involving single tenant, mission critical income producing net-leased assets across the United States, Western and Northern Europe.",1.49772519329433,0.24,0.5160131359382257
IPG,quote_summary,"Interpublic Group of Companies,",5258999808.0,8843400192.0,2489999872.0,159.659,0.157,0.16482,1.010909,USD,37.65,393755008,14824877056.0,Advertising Agencies,Communication Services,United States,"The Interpublic Group of Companies, Inc. provides advertising and marketing services worldwide. It operates in two segments, Integrated Agency Networks (IAN) and IPG DXTRA. The company offers consumer advertising, digital marketing, communications planning and media buying, public relations, and specialized communications disciplines, as well as data management services. It also provides various diversified services, including meeting and event production, sports and entertainment marketing, corporate and brand identity, and strategic marketing consulting. The company was formerly known as McCann-Erickson Incorporated and changed its name to The Interpublic Group of Companies, Inc. in January 1961. The Interpublic Group of Companies, Inc. was founded in 1902 and is headquartered in New York, New York.",0.35474154612780084,0.24,0.7962398813775489
CONE,quote_summary,CyrusOne Inc,3882899968.0,1155699968.0,456400000.0,138.403,0.157,0.046810000000000004,0.41142799999999996,USD,89.69,129555000,11619787776.0,REIT—Specialty,Real Estate,United States,"CyrusOne (NASDAQ: CONE) is a premier global REIT specializing in design, construction and operation of more than 50 high-performance data centers worldwide. The Company provides mission-critical facilities that ensure the continued operation of IT infrastructure for approximately 1,000 customers, including approximately 200 Fortune 1000 companies. A leader in hybrid-cloud and multi-cloud deployments, CyrusOne offers colocation, hyperscale, and build-to-suit environments that help customers enhance the strategic connection of their essential data infrastructure and support achievement of sustainability goals. CyrusOne data centers offer world-class flexibility, enabling clients to modernize, simplify, and rapidly respond to changing demand. Combining exceptional financial strength with a broad global footprint, CyrusOne provides customers with long-term stability and strategic advantage at scale.",0.33416272679436587,0.24,0.3281020089078492
BC,quote_summary,Brunswick Corporation,1898499968.0,5576300032.0,1487200000.0,102.63799999999999,0.157,0.1494,1.696623,USD,100.37,77095296,7738055168.0,Leisure,Consumer Cyclical,United States,"Brunswick Corporation designs, manufactures, and markets recreation products worldwide. It operates through Propulsion; Parts & Accessories; and Boat segments. The Propulsion segment provides outboard, sterndrive, and inboard engines for independent boat builders and governments through marine dealers and distributors, specialty marine retailers, and marine service centers; and propulsion-related controls, rigging, and propellers to original equipment manufacturers and aftermarket retailers, distributors, and distribution businesses. This segment offers its products under the Mercury Marine, Mercury, Mercury MerCruiser, Mariner, Mercury Racing, and Mercury Diesel brands. The Parts & Accessories segment provides engine parts and consumables, electrical products, boat parts and systems, engine oils and lubricants, marine electronics and control systems, instruments, trolling motors, fuel systems, and electrical systems, as well as specialty vehicle, mobile, and transportation aftermarket products for aftermarket retailers, distributors, and distribution businesses, as well for as for the original equipment manufacturers in marine and non-marine markets; and supplies parts and accessories through the distribution business. This segment offers its products under the under the Mercury, Mercury Precision Parts, Quicksilver, and Seachoice brands. The Boat segment provides Sea Ray sport boats and cruisers; Bayliner sport cruisers and runabouts; Boston Whaler fiberglass offshore boats; Lund fiberglass fishing boats; Crestliner, Cypress Cay, Harris, Lowe, Lund, and Princecraft aluminum fishing, utility, pontoon, and deck boats; Heyday tow/wake boats; and Thunder Jet heavy-gauge aluminum boats, as well as shared access boat club and dealer services to the marine industry through dealers and distributors. Brunswick Corporation was founded in 1845 and is headquartered in Mettawa, Illinois.",0.2453458817211679,0.24,1.4299840667120385
ISBC,quote_summary,"Investors Bancorp, Inc.",3752110080.0,882020992.0,688720000.0,,0.157,0.4993,1.057142,USD,15.66,247746000,3879702272.0,Banks—Regional,Financial Services,United States,"Investors Bancorp, Inc. operates as the bank holding company for Investors Bank that provides various banking products and services to individuals and businesses in the United States. Its deposit products include savings, checking, and money market accounts. The company's loan portfolio comprises multi-family, commercial real estate, commercial and industrial, and construction loans; one-to four-family residential mortgage loans secured by one-to four-family residential real estate; and consumer and other loans primarily consisting of home equity loans, and home equity lines of credit, as well as various insurance products comprising life insurance, fixed annuities, and indexed annuities. As of December 31, 2020, it operated through a network of 156 branches in New Jersey and New York. Investors Bancorp, Inc. was founded in 1926 and is headquartered in Short Hills, New Jersey.",0.9671128908728799,0.24,0.6093017105702369
HNI,quote_summary,HNI Corporation,272438016.0,2143636992.0,127735000.0,43.263999999999996,0.157,0.053360000000000005,0.9496100000000001,USD,42.71,43559400,1860421888.0,Business Equipment & Supplies,Industrials,United States,"HNI Corporation, together with its subsidiaries, manufactures and sells workplace furnishings and residential building products in the United States, Canada, China, Hong Kong, India, Mexico, Dubai, Taiwan, and Singapore. The company operates through two segments, Workplace Furnishings and Residential Building Products. The Workplace Furnishings segment offers a range of commercial and home office furniture, including panel-based and freestanding furniture systems, seating, storage, tables, and architectural products under the HON, Allsteel, Beyond, Gunlocke, Maxon, HBF, OFM, Respawn, Lamex, and HNI India brands. This segment sells its products through independent dealers, wholesalers, office product distributors, e-Commerce retailers, and wholesalers, as well as directly to end-user customers; and federal, state, and local governments. The Residential Building Products segment provides various gas, wood, electric, and pellet-fueled fireplaces; inserts; stoves; facings; and accessories primarily for home use under the Heatilator, Heat & Glo, Majestic, Monessen, Quadra-Fire, Harman, Vermont Castings, PelPro, and Stellar Hearth brand names. This segment markets its products through independent dealers and distributors, and corporation-owned distribution and retail outlets. The company was incorporated in 1944 and is headquartered in Muscatine, Iowa.",0.14643883613564537,0.24,0.8545087205015186
SDGR,quote_summary,"Schrodinger, Inc.",79113000.0,124793000.0,597185984.0,13.644,0.157,-0.84550005,,USD,35.47,61731500,2514670336.0,Health Information Services,Healthcare,United States,"SchrÃ¶dinger, Inc. provides physics-based software platform that enables discovery of novel molecules for drug development and materials applications. The company operates through two segments, Software and Drug Discovery. The Software segment is focused on selling its software for drug discovery in the life sciences industry, as well as to customers in materials science industries. The Drug Discovery segment focuses on building a portfolio of preclinical and clinical programs, internally and through collaborations. The company serves biopharmaceutical and industrial companies, academic institutions, and government laboratories worldwide. SchrÃ¶dinger, Inc. has strategic collaborations with Thermo Fisher Scientific to extend the use of cryo-EM in connection within silico compound screening to accelerate drug discovery; Bristol Myers Squibb Company to discover, develop, and commercialize therapeutics in multiple disease areas; NVIDIA designed to harness DGX SuperPODs; Zai Lab Limited to discover, develop, and commercialize a program in oncology targeting DNA damage response; and The University of Texas MD Anderson Cancer center to develop WEE1 program. It also has a collaboration with Centessa Pharmaceuticals plc and Orexia Limited focused on the discovery of therapeutics targeting the orexin-2 receptor. The company was incorporated in 1990 and is headquartered in New York, New York.",0.03146058505857366,0.24,
USPH,quote_summary,"U.S. Physical Therapy, Inc.",136343008.0,477488992.0,19188000.0,31.794,0.157,0.15165,1.407792,USD,100.28,12911600,1294775296.0,Medical Care Facilities,Healthcare,United States,"U.S. Physical Therapy, Inc., through its subsidiaries, operates outpatient physical therapy clinics that provide pre-and post-operative care and treatment for orthopedic-related disorders, sports-related injuries, preventative care, rehabilitation of injured workers, and neurological-related injuries. The company provides industrial injury prevention services, including onsite injury prevention and rehabilitation, performance optimization, post-offer employment testing, functional capacity evaluations, and ergonomic assessments through physical therapists and specialized certified athletic trainers for Fortune 500 companies, and other clients comprising insurers and their contractors. As of December 31, 2020, it operated 544 outpatient physical therapy clinics in 39 states; and managed 38 physical therapy facilities. The company was founded in 1990 and is based in Houston, Texas.",0.10530244778473129,0.24,1.3034750720573465
AROW,quote_summary,Arrow Financial Corporation,81859000.0,142540000.0,600652992.0,,0.157,0.47858003,0.665974,USD,35.78,16023400,573317248.0,Banks—Regional,Financial Services,United States,"Arrow Financial Corporation, a bank holding company, provides commercial and consumer banking, and financial products and services. The company's deposit products include demand deposits, interest-bearing checking accounts, savings deposits, time deposits, and other time deposits. Its lending activities comprise commercial loans, such as term loans, time notes, and lines of credit; and commercial real estate loans to finance real estate purchases, refinancing, expansions, and improvements to commercial properties, as well as commercial construction and land development loans to finance projects. The company's lending activities also include consumer installment loans to finance personal expenditures, personal lines of credit, overdraft protection, and automobile loans; and residential real estate loans, fixed home equity loans, and home equity lines of credit for consumers to finance home improvements, debt consolidation, education, and other uses. In addition, it maintains an indirect lending program; and sells residential real estate loan originations into the secondary market. Further, the company provides retirement planning, trust, and estate administration services for individuals; and pension, profit-sharing, and employee benefit plan administration services for corporations. Additionally, it offers insurance agency services comprising group health care policies and life insurance, and property and casualty insurance products; and investment advisory services to its proprietary mutual funds, as well as holds a real estate investment trust. The company operates in the northeastern region of New York State in Warren, Washington, Saratoga, Essex, Clinton, Rensselaer, Albany, and Schenectady counties, as well as surrounding areas. It owns twenty-seven branch banking offices; and leases thirteen branch banking offices, as well as two residential loan origination offices. Arrow Financial Corporation was founded in 1851 and is headquartered in Glens Falls, New York.",0.14278133142786592,0.24,0.6007809671468332
BLK,quote_summary,"BlackRock, Inc.",8421000192.0,18745999360.0,7157000192.0,21.949,0.156,0.38963002,1.202077,USD,911.73,151916992,138507000000.0,Asset Management,Financial Services,United States,"BlackRock, Inc. is a publicly owned investment manager. The firm primarily provides its services to institutional, intermediary, and individual investors including corporate, public, union, and industry pension plans, insurance companies, third-party mutual funds, endowments, public institutions, governments, foundations, charities, sovereign wealth funds, corporations, official institutions, and banks. It also provides global risk management and advisory services. The firm manages separate client-focused equity, fixed income, and balanced portfolios. It also launches and manages open-end and closed-end mutual funds, offshore funds, unit trusts, and alternative investment vehicles including structured funds. The firm launches equity, fixed income, balanced, and real estate mutual funds. It also launches equity, fixed income, balanced, currency, commodity, and multi-asset exchange traded funds. The firm also launches and manages hedge funds. It invests in the public equity, fixed income, real estate, currency, commodity, and alternative markets across the globe. The firm primarily invests in growth and value stocks of small-cap, mid-cap, SMID-cap, large-cap, and multi-cap companies. It also invests in dividend-paying equity securities. The firm invests in investment grade municipal securities, government securities including securities issued or guaranteed by a government or a government agency or instrumentality, corporate bonds, and asset-backed and mortgage-backed securities. It employs fundamental and quantitative analysis with a focus on bottom-up and top-down approach to make its investments. The firm employs liquidity, asset allocation, balanced, real estate, and alternative strategies to make its investments. In real estate sector, it seeks to invest in Poland and Germany. The firm benchmarks the performance of its portfolios against various S&P, Russell, Barclays, MSCI, Citigroup, and Merrill Lynch indices. BlackRock, Inc. was founded in 1988 and is based in New York City with additional offices in Boston, Massachusetts; London, United Kingdom; Gurgaon, India; Hong Kong; Greenwich, Connecticut; Princeton, New Jersey; Edinburgh, United Kingdom; Sydney, Australia; Taipei, Taiwan; Singapore; Sao Paulo, Brazil; Philadelphia, Pennsylvania; Washington, District of Columbia; Toronto, Canada; Wilmington, Delaware; and San Francisco, California.",0.06079837258766705,0.24,1.1489860726588976
KSS,quote_summary,Kohl's Corporation,6776999936.0,19075000320.0,1872999936.0,137.437,0.156,0.097770005,2.137142,USD,49.58,139158000,6899453952.0,Department Stores,Consumer Cyclical,United States,"Kohl's Corporation operates as a retail company in the United States. It offers branded apparel, footwear, accessories, beauty, and home products through its stores and website. The company provides its products primarily under the brand names of Apt. 9, Croft & Barrow, Jumping Beans, SO, and Sonoma Goods for Life, as well as Food Network, LC Lauren Conrad, and Simply Vera Vera Wang. As of January 30, 2021, it operated 1,162 Kohl's stores; a website www.Kohls.com; and 12 FILA outlets. Kohl's Corporation was founded in 1962 and is headquartered in Menomonee Falls, Wisconsin.",0.982251636600241,0.24,1.223663464845652
OSK,quote_summary,Oshkosh Corporation (Holding Co,1041400000.0,7737299968.0,1375800064.0,32.065,0.156,0.07026,1.463376,USD,114.0,67487000,7693517824.0,Farm & Heavy Construction Machinery,Industrials,United States,"Oshkosh Corporation designs, manufactures, and markets specialty vehicles and vehicle bodies worldwide. The company's Access Equipment segment provides aerial work platforms and telehandlers for use in various construction, industrial, institutional, and general maintenance applications. This segment also offers rental fleet loans and leases, and floor plan and retail financing through third-party funding arrangements; towing and recovery equipment; carriers and wreckers; equipment installation services; and chassis and service parts sales. Its Defense segment provides heavy, medium, and light tactical wheeled vehicles and related services for the department of defense. The company's Fire & Emergency segment offers custom and commercial firefighting vehicles and equipment; and commercial fire apparatus and emergency vehicles, such as pumpers, aerial platform, ladder and tiller trucks, tankers, rescue vehicles, wild land rough terrain response vehicles, mobile command and control centers, bomb squad vehicles, hazardous materials control vehicles, and other emergency response vehicles. This segment also provides aircraft rescue and firefighting, snow removal, and broadcast vehicles, as well as command trucks, and military simulator shelters and trailers. Its Commercial segment offers front-and rear-discharge concrete mixers for the concrete ready-mix industry; refuse collection vehicles and related components to commercial and municipal waste haulers; and field service vehicles and truck-mounted cranes for the construction, equipment dealer, building supply, utility, tire service, railroad, and mining industries. Oshkosh Corporation provides its products through direct sales representatives, dealers, and distributors. The company was formerly known as Oshkosh Truck Corporation and changed its name to Oshkosh Corporation in February 2008. Oshkosh Corporation was founded in 1917 and is headquartered in Oshkosh, Wisconsin.",0.13536070544365844,0.24,1.3268748917491877
TWOU,quote_summary,"2U, Inc.",863145024.0,917352000.0,934348032.0,98.14399999999999,0.156,-0.14685,0.9116879999999999,USD,20.93,75372096,1577538048.0,Education & Training Services,Consumer Defensive,United States,"2U, Inc. operates as an education technology company in the United States, Hong Kong, South Africa, and the United Kingdom. The company operates in two segments, Degree Program and Alternative Credential. The Degree Program segment provides the technology and services to nonprofit colleges and universities to enable the online delivery of degree programs. This segment targets students seeking an undergraduate or graduate degree. The Alternative Credential segment offers online short courses, and technical and skills-based boot camps through nonprofit colleges and universities. This segment targets students seeking to reskill or upskill through shorter duration and lower-priced offerings. It also provides 2UOS, a platform that provides front-end and back-end cloud-based SaaS technology and technology-enabled services. The company was formerly known as 2Tor Inc. and changed its name to 2U, Inc. in October 2012. 2U, Inc. was founded in 2008 and is headquartered in Lanham, Maryland.",0.547146881873495,0.24,0.6439240235478095
